text,sentiment
I am anxious and tense since yesterday today,negative
I am anxious and tense all day,negative
I am anxious and tense all day right now,negative
I am anxious and tense all day today,negative
I am anxious and tense and it is hard to function,negative
I am anxious and tense and it is hard to function right now,negative
I am anxious and tense and it is hard to function today,negative
I am anxious and tense and I do not feel okay,negative
I am anxious and tense and I do not feel okay right now,negative
I am anxious and tense and I do not feel okay today,negative
I am anxious and tense because nothing feels easy,negative
I am anxious and tense because nothing feels easy right now,negative
I am anxious and tense because nothing feels easy today,negative
I am sad and tired,negative
I am sad and tired right now,negative
I am sad and tired today,negative
I am sad and tired since yesterday,negative
I am sad and tired since yesterday right now,negative
I am sad and tired since yesterday today,negative
I am sad and tired all day,negative
I am sad and tired all day right now,negative
I am sad and tired all day today,negative
I am sad and tired and it is hard to function,negative
I am sad and tired and it is hard to function right now,negative
I am sad and tired and it is hard to function today,negative
I am sad and tired and I do not feel okay,negative
I am sad and tired and I do not feel okay right now,negative
I am sad and tired and I do not feel okay today,negative
I am sad and tired because nothing feels easy,negative
I am sad and tired because nothing feels easy right now,negative
I am sad and tired because nothing feels easy today,negative
I am stressed and overwhelmed,negative
I am stressed and overwhelmed right now,negative
I am stressed and overwhelmed today,negative
I am stressed and overwhelmed since yesterday,negative
I am stressed and overwhelmed since yesterday right now,negative
I am stressed and overwhelmed since yesterday today,negative
I am stressed and overwhelmed all day,negative
I am stressed and overwhelmed all day right now,negative
I am stressed and overwhelmed all day today,negative
I am stressed and overwhelmed and it is hard to function,negative
I am stressed and overwhelmed and it is hard to function right now,negative
I am stressed and overwhelmed and it is hard to function today,negative
I am stressed and overwhelmed and I do not feel okay,negative
I am stressed and overwhelmed and I do not feel okay right now,negative
I am stressed and overwhelmed and I do not feel okay today,negative
I am stressed and overwhelmed because nothing feels easy,negative
I am stressed and overwhelmed because nothing feels easy right now,negative
I am stressed and overwhelmed because nothing feels easy today,negative
I am really lonely,negative
I am really lonely right now,negative
I am really lonely today,negative
I am really lonely since yesterday,negative
I am really lonely since yesterday right now,negative
I am really lonely since yesterday today,negative
I am really lonely all day,negative
I am really lonely all day right now,negative
I am really lonely all day today,negative
I am really lonely and it is hard to function,negative
I am really lonely and it is hard to function right now,negative
I am really lonely and it is hard to function today,negative
I am really lonely and I do not feel okay,negative
I am really lonely and I do not feel okay right now,negative
I am really lonely and I do not feel okay today,negative
I am really lonely because nothing feels easy,negative
I am really lonely because nothing feels easy right now,negative
I am really lonely because nothing feels easy today,negative
I am drained and unmotivated,negative
I am drained and unmotivated right now,negative
I am drained and unmotivated today,negative
I am drained and unmotivated since yesterday,negative
I am drained and unmotivated since yesterday right now,negative
I am drained and unmotivated since yesterday today,negative
I am drained and unmotivated all day,negative
I am drained and unmotivated all day right now,negative
I am drained and unmotivated all day today,negative
I am drained and unmotivated and it is hard to function,negative
I am drained and unmotivated and it is hard to function right now,negative
I am drained and unmotivated and it is hard to function today,negative
I am drained and unmotivated and I do not feel okay,negative
I am drained and unmotivated and I do not feel okay right now,negative
I am drained and unmotivated and I do not feel okay today,negative
I am drained and unmotivated because nothing feels easy,negative
I am drained and unmotivated because nothing feels easy right now,negative
I am drained and unmotivated because nothing feels easy today,negative
I am worried about everything,negative
I am worried about everything right now,negative
I am worried about everything today,negative
I am worried about everything since yesterday,negative
I am worried about everything since yesterday right now,negative
I am worried about everything since yesterday today,negative
I am worried about everything all day,negative
I am worried about everything all day right now,negative
I am worried about everything all day today,negative
I am worried about everything and it is hard to function,negative
I am worried about everything and it is hard to function right now,negative
I am worried about everything and it is hard to function today,negative
I am worried about everything and I do not feel okay,negative
I am worried about everything and I do not feel okay right now,negative
I am worried about everything and I do not feel okay today,negative
I am worried about everything because nothing feels easy,negative
I am worried about everything because nothing feels easy right now,negative
I am worried about everything because nothing feels easy today,negative
I am sick with fever and body pain,negative
I am sick with fever and body pain right now,negative
I am sick with fever and body pain today,negative
I am sick with fever and body pain since yesterday,negative
I am sick with fever and body pain since yesterday right now,negative
I am sick with fever and body pain since yesterday today,negative
I am sick with fever and body pain all day,negative
I am sick with fever and body pain all day right now,negative
I am sick with fever and body pain all day today,negative
I am sick with fever and body pain and it is hard to function,negative
I am sick with fever and body pain and it is hard to function right now,negative
I am sick with fever and body pain and it is hard to function today,negative
I am sick with fever and body pain and I do not feel okay,negative
I am sick with fever and body pain and I do not feel okay right now,negative
I am sick with fever and body pain and I do not feel okay today,negative
I am sick with fever and body pain because nothing feels easy,negative
I am sick with fever and body pain because nothing feels easy right now,negative
I am sick with fever and body pain because nothing feels easy today,negative
I am miserable with a cold and cough,negative
I am miserable with a cold and cough right now,negative
I am miserable with a cold and cough today,negative
I am miserable with a cold and cough since yesterday,negative
I am miserable with a cold and cough since yesterday right now,negative
I am miserable with a cold and cough since yesterday today,negative
I am miserable with a cold and cough all day,negative
I am miserable with a cold and cough all day right now,negative
I am miserable with a cold and cough all day today,negative
I am miserable with a cold and cough and it is hard to function,negative
I am miserable with a cold and cough and it is hard to function right now,negative
I am miserable with a cold and cough and it is hard to function today,negative
I am miserable with a cold and cough and I do not feel okay,negative
I am miserable with a cold and cough and I do not feel okay right now,negative
I am miserable with a cold and cough and I do not feel okay today,negative
I am miserable with a cold and cough because nothing feels easy,negative
I am miserable with a cold and cough because nothing feels easy right now,negative
I am miserable with a cold and cough because nothing feels easy today,negative
I am nauseous and weak,negative
I am nauseous and weak right now,negative
I am nauseous and weak today,negative
I am nauseous and weak since yesterday,negative
I am nauseous and weak since yesterday right now,negative
I am nauseous and weak since yesterday today,negative
I am nauseous and weak all day,negative
I am nauseous and weak all day right now,negative
I am nauseous and weak all day today,negative
I am nauseous and weak and it is hard to function,negative
I am nauseous and weak and it is hard to function right now,negative
I am nauseous and weak and it is hard to function today,negative
I am nauseous and weak and I do not feel okay,negative
I am nauseous and weak and I do not feel okay right now,negative
I am nauseous and weak and I do not feel okay today,negative
I am nauseous and weak because nothing feels easy,negative
I am nauseous and weak because nothing feels easy right now,negative
I am nauseous and weak because nothing feels easy today,negative
I am exhausted after not sleeping,negative
I am exhausted after not sleeping right now,negative
I am exhausted after not sleeping today,negative
I am exhausted after not sleeping since yesterday,negative
I am exhausted after not sleeping since yesterday right now,negative
I am exhausted after not sleeping since yesterday today,negative
I am exhausted after not sleeping all day,negative
I am exhausted after not sleeping all day right now,negative
I am exhausted after not sleeping all day today,negative
I am exhausted after not sleeping and it is hard to function,negative
I am exhausted after not sleeping and it is hard to function right now,negative
I am exhausted after not sleeping and it is hard to function today,negative
I am exhausted after not sleeping and I do not feel okay,negative
I am exhausted after not sleeping and I do not feel okay right now,negative
I am exhausted after not sleeping and I do not feel okay today,negative
I am exhausted after not sleeping because nothing feels easy,negative
I am exhausted after not sleeping because nothing feels easy right now,negative
I am exhausted after not sleeping because nothing feels easy today,negative
This week I feel anxious and tense,negative
This week I feel anxious and tense right now,negative
This week I feel anxious and tense today,negative
This week I feel anxious and tense since yesterday,negative
This week I feel anxious and tense since yesterday right now,negative
This week I feel anxious and tense since yesterday today,negative
This week I feel anxious and tense all day,negative
This week I feel anxious and tense all day right now,negative
This week I feel anxious and tense all day today,negative
This week I feel anxious and tense and it is hard to function,negative
This week I feel anxious and tense and it is hard to function right now,negative
This week I feel anxious and tense and it is hard to function today,negative
This week I feel anxious and tense and I do not feel okay,negative
This week I feel anxious and tense and I do not feel okay right now,negative
This week I feel anxious and tense and I do not feel okay today,negative
This week I feel anxious and tense because nothing feels easy,negative
This week I feel anxious and tense because nothing feels easy right now,negative
This week I feel anxious and tense because nothing feels easy today,negative
This week I feel sad and tired,negative
This week I feel sad and tired right now,negative
This week I feel sad and tired today,negative
This week I feel sad and tired since yesterday,negative
This week I feel sad and tired since yesterday right now,negative
This week I feel sad and tired since yesterday today,negative
This week I feel sad and tired all day,negative
This week I feel sad and tired all day right now,negative
This week I feel sad and tired all day today,negative
This week I feel sad and tired and it is hard to function,negative
This week I feel sad and tired and it is hard to function right now,negative
This week I feel sad and tired and it is hard to function today,negative
This week I feel sad and tired and I do not feel okay,negative
This week I feel sad and tired and I do not feel okay right now,negative
This week I feel sad and tired and I do not feel okay today,negative
This week I feel sad and tired because nothing feels easy,negative
This week I feel sad and tired because nothing feels easy right now,negative
This week I feel sad and tired because nothing feels easy today,negative
This week I feel stressed and overwhelmed,negative
This week I feel stressed and overwhelmed right now,negative
This week I feel stressed and overwhelmed today,negative
This week I feel stressed and overwhelmed since yesterday,negative
This week I feel stressed and overwhelmed since yesterday right now,negative
This week I feel stressed and overwhelmed since yesterday today,negative
This week I feel stressed and overwhelmed all day,negative
This week I feel stressed and overwhelmed all day right now,negative
This week I feel stressed and overwhelmed all day today,negative
This week I feel stressed and overwhelmed and it is hard to function,negative
This week I feel stressed and overwhelmed and it is hard to function right now,negative
This week I feel stressed and overwhelmed and it is hard to function today,negative
This week I feel stressed and overwhelmed and I do not feel okay,negative
This week I feel stressed and overwhelmed and I do not feel okay right now,negative
This week I feel stressed and overwhelmed and I do not feel okay today,negative
This week I feel stressed and overwhelmed because nothing feels easy,negative
This week I feel stressed and overwhelmed because nothing feels easy right now,negative
This week I feel stressed and overwhelmed because nothing feels easy today,negative
This week I feel really lonely,negative
This week I feel really lonely right now,negative
This week I feel really lonely today,negative
This week I feel really lonely since yesterday,negative
This week I feel really lonely since yesterday right now,negative
This week I feel really lonely since yesterday today,negative
This week I feel really lonely all day,negative
This week I feel really lonely all day right now,negative
This week I feel really lonely all day today,negative
This week I feel really lonely and it is hard to function,negative
This week I feel really lonely and it is hard to function right now,negative
This week I feel really lonely and it is hard to function today,negative
This week I feel really lonely and I do not feel okay,negative
This week I feel really lonely and I do not feel okay right now,negative
This week I feel really lonely and I do not feel okay today,negative
This week I feel really lonely because nothing feels easy,negative
This week I feel really lonely because nothing feels easy right now,negative
This week I feel really lonely because nothing feels easy today,negative
This week I feel drained and unmotivated,negative
This week I feel drained and unmotivated right now,negative
This week I feel drained and unmotivated today,negative
This week I feel drained and unmotivated since yesterday,negative
This week I feel drained and unmotivated since yesterday right now,negative
This week I feel drained and unmotivated since yesterday today,negative
This week I feel drained and unmotivated all day,negative
This week I feel drained and unmotivated all day right now,negative
This week I feel drained and unmotivated all day today,negative
This week I feel drained and unmotivated and it is hard to function,negative
This week I feel drained and unmotivated and it is hard to function right now,negative
This week I feel drained and unmotivated and it is hard to function today,negative
This week I feel drained and unmotivated and I do not feel okay,negative
This week I feel drained and unmotivated and I do not feel okay right now,negative
This week I feel drained and unmotivated and I do not feel okay today,negative
This week I feel drained and unmotivated because nothing feels easy,negative
This week I feel drained and unmotivated because nothing feels easy right now,negative
This week I feel drained and unmotivated because nothing feels easy today,negative
This week I feel worried about everything,negative
This week I feel worried about everything right now,negative
This week I feel worried about everything today,negative
This week I feel worried about everything since yesterday,negative
This week I feel worried about everything since yesterday right now,negative
This week I feel worried about everything since yesterday today,negative
This week I feel worried about everything all day,negative
This week I feel worried about everything all day right now,negative
This week I feel worried about everything all day today,negative
This week I feel worried about everything and it is hard to function,negative
This week I feel worried about everything and it is hard to function right now,negative
This week I feel worried about everything and it is hard to function today,negative
This week I feel worried about everything and I do not feel okay,negative
This week I feel worried about everything and I do not feel okay right now,negative
This week I feel worried about everything and I do not feel okay today,negative
This week I feel worried about everything because nothing feels easy,negative
This week I feel worried about everything because nothing feels easy right now,negative
This week I feel worried about everything because nothing feels easy today,negative
This week I feel sick with fever and body pain,negative
This week I feel sick with fever and body pain right now,negative
This week I feel sick with fever and body pain today,negative
This week I feel sick with fever and body pain since yesterday,negative
This week I feel sick with fever and body pain since yesterday right now,negative
This week I feel sick with fever and body pain since yesterday today,negative
This week I feel sick with fever and body pain all day,negative
This week I feel sick with fever and body pain all day right now,negative
This week I feel sick with fever and body pain all day today,negative
This week I feel sick with fever and body pain and it is hard to function,negative
This week I feel sick with fever and body pain and it is hard to function right now,negative
This week I feel sick with fever and body pain and it is hard to function today,negative
This week I feel sick with fever and body pain and I do not feel okay,negative
This week I feel sick with fever and body pain and I do not feel okay right now,negative
This week I feel sick with fever and body pain and I do not feel okay today,negative
This week I feel sick with fever and body pain because nothing feels easy,negative
This week I feel sick with fever and body pain because nothing feels easy right now,negative
This week I feel sick with fever and body pain because nothing feels easy today,negative
This week I feel miserable with a cold and cough,negative
This week I feel miserable with a cold and cough right now,negative
This week I feel miserable with a cold and cough today,negative
This week I feel miserable with a cold and cough since yesterday,negative
This week I feel miserable with a cold and cough since yesterday right now,negative
This week I feel miserable with a cold and cough since yesterday today,negative
This week I feel miserable with a cold and cough all day,negative
This week I feel miserable with a cold and cough all day right now,negative
This week I feel miserable with a cold and cough all day today,negative
This week I feel miserable with a cold and cough and it is hard to function,negative
This week I feel miserable with a cold and cough and it is hard to function right now,negative
This week I feel miserable with a cold and cough and it is hard to function today,negative
This week I feel miserable with a cold and cough and I do not feel okay,negative
This week I feel miserable with a cold and cough and I do not feel okay right now,negative
This week I feel miserable with a cold and cough and I do not feel okay today,negative
This week I feel miserable with a cold and cough because nothing feels easy,negative
This week I feel miserable with a cold and cough because nothing feels easy right now,negative
This week I feel miserable with a cold and cough because nothing feels easy today,negative
This week I feel nauseous and weak,negative
This week I feel nauseous and weak right now,negative
This week I feel nauseous and weak today,negative
This week I feel nauseous and weak since yesterday,negative
This week I feel nauseous and weak since yesterday right now,negative
This week I feel nauseous and weak since yesterday today,negative
This week I feel nauseous and weak all day,negative
This week I feel nauseous and weak all day right now,negative
This week I feel nauseous and weak all day today,negative
This week I feel nauseous and weak and it is hard to function,negative
This week I feel nauseous and weak and it is hard to function right now,negative
This week I feel nauseous and weak and it is hard to function today,negative
This week I feel nauseous and weak and I do not feel okay,negative
This week I feel nauseous and weak and I do not feel okay right now,negative
This week I feel nauseous and weak and I do not feel okay today,negative
This week I feel nauseous and weak because nothing feels easy,negative
This week I feel nauseous and weak because nothing feels easy right now,negative
This week I feel nauseous and weak because nothing feels easy today,negative
This week I feel exhausted after not sleeping,negative
This week I feel exhausted after not sleeping right now,negative
This week I feel exhausted after not sleeping today,negative
This week I feel exhausted after not sleeping since yesterday,negative
This week I feel exhausted after not sleeping since yesterday right now,negative
This week I feel exhausted after not sleeping since yesterday today,negative
This week I feel exhausted after not sleeping all day,negative
This week I feel exhausted after not sleeping all day right now,negative
This week I feel exhausted after not sleeping all day today,negative
This week I feel exhausted after not sleeping and it is hard to function,negative
This week I feel exhausted after not sleeping and it is hard to function right now,negative
This week I feel exhausted after not sleeping and it is hard to function today,negative
This week I feel exhausted after not sleeping and I do not feel okay,negative
This week I feel exhausted after not sleeping and I do not feel okay right now,negative
This week I feel exhausted after not sleeping and I do not feel okay today,negative
This week I feel exhausted after not sleeping because nothing feels easy,negative
This week I feel exhausted after not sleeping because nothing feels easy right now,negative
This week I feel exhausted after not sleeping because nothing feels easy today,negative
I am okay,neutral
I am okay today,neutral
I am okay right now,neutral
I am okay overall,neutral
I am okay overall today,neutral
I am okay overall right now,neutral
I am okay at the moment,neutral
I am okay at the moment today,neutral
I am okay at the moment right now,neutral
I am okay nothing too serious,neutral
I am okay nothing too serious today,neutral
I am okay nothing too serious right now,neutral
I am okay for now,neutral
I am okay for now today,neutral
I am okay for now right now,neutral
I am just normal,neutral
I am just normal today,neutral
I am just normal right now,neutral
I am just normal overall,neutral
I am just normal overall today,neutral
I am just normal overall right now,neutral
I am just normal at the moment,neutral
I am just normal at the moment today,neutral
I am just normal at the moment right now,neutral
I am just normal nothing too serious,neutral
I am just normal nothing too serious today,neutral
I am just normal nothing too serious right now,neutral
I am just normal for now,neutral
I am just normal for now today,neutral
I am just normal for now right now,neutral
I am not sure how I feel,neutral
I am not sure how I feel today,neutral
I am not sure how I feel right now,neutral
I am not sure how I feel overall,neutral
I am not sure how I feel overall today,neutral
I am not sure how I feel overall right now,neutral
I am not sure how I feel at the moment,neutral
I am not sure how I feel at the moment today,neutral
I am not sure how I feel at the moment right now,neutral
I am not sure how I feel nothing too serious,neutral
I am not sure how I feel nothing too serious today,neutral
I am not sure how I feel nothing too serious right now,neutral
I am not sure how I feel for now,neutral
I am not sure how I feel for now today,neutral
I am not sure how I feel for now right now,neutral
I am managing somehow,neutral
I am managing somehow today,neutral
I am managing somehow right now,neutral
I am managing somehow overall,neutral
I am managing somehow overall today,neutral
I am managing somehow overall right now,neutral
I am managing somehow at the moment,neutral
I am managing somehow at the moment today,neutral
I am managing somehow at the moment right now,neutral
I am managing somehow nothing too serious,neutral
I am managing somehow nothing too serious today,neutral
I am managing somehow nothing too serious right now,neutral
I am managing somehow for now,neutral
I am managing somehow for now today,neutral
I am managing somehow for now right now,neutral
I am fine I guess,neutral
I am fine I guess today,neutral
I am fine I guess right now,neutral
I am fine I guess overall,neutral
I am fine I guess overall today,neutral
I am fine I guess overall right now,neutral
I am fine I guess at the moment,neutral
I am fine I guess at the moment today,neutral
I am fine I guess at the moment right now,neutral
I am fine I guess nothing too serious,neutral
I am fine I guess nothing too serious today,neutral
I am fine I guess nothing too serious right now,neutral
I am fine I guess for now,neutral
I am fine I guess for now today,neutral
I am fine I guess for now right now,neutral
I am just checking in,neutral
I am just checking in today,neutral
I am just checking in right now,neutral
I am just checking in overall,neutral
I am just checking in overall today,neutral
I am just checking in overall right now,neutral
I am just checking in at the moment,neutral
I am just checking in at the moment today,neutral
I am just checking in at the moment right now,neutral
I am just checking in nothing too serious,neutral
I am just checking in nothing too serious today,neutral
I am just checking in nothing too serious right now,neutral
I am just checking in for now,neutral
I am just checking in for now today,neutral
I am just checking in for now right now,neutral
I am a little under the weather but stable,neutral
I am a little under the weather but stable today,neutral
I am a little under the weather but stable right now,neutral
I am a little under the weather but stable overall,neutral
I am a little under the weather but stable overall today,neutral
I am a little under the weather but stable overall right now,neutral
I am a little under the weather but stable at the moment,neutral
I am a little under the weather but stable at the moment today,neutral
I am a little under the weather but stable at the moment right now,neutral
I am a little under the weather but stable nothing too serious,neutral
I am a little under the weather but stable nothing too serious today,neutral
I am a little under the weather but stable nothing too serious right now,neutral
I am a little under the weather but stable for now,neutral
I am a little under the weather but stable for now today,neutral
I am a little under the weather but stable for now right now,neutral
Today I am okay,neutral
Today I am okay today,neutral
Today I am okay right now,neutral
Today I am okay overall,neutral
Today I am okay overall today,neutral
Today I am okay overall right now,neutral
Today I am okay at the moment,neutral
Today I am okay at the moment today,neutral
Today I am okay at the moment right now,neutral
Today I am okay nothing too serious,neutral
Today I am okay nothing too serious today,neutral
Today I am okay nothing too serious right now,neutral
Today I am okay for now,neutral
Today I am okay for now today,neutral
Today I am okay for now right now,neutral
Today I am just normal,neutral
Today I am just normal today,neutral
Today I am just normal right now,neutral
Today I am just normal overall,neutral
Today I am just normal overall today,neutral
Today I am just normal overall right now,neutral
Today I am just normal at the moment,neutral
Today I am just normal at the moment today,neutral
Today I am just normal at the moment right now,neutral
Today I am just normal nothing too serious,neutral
Today I am just normal nothing too serious today,neutral
Today I am just normal nothing too serious right now,neutral
Today I am just normal for now,neutral
Today I am just normal for now today,neutral
Today I am just normal for now right now,neutral
Today I am not sure how I feel,neutral
Today I am not sure how I feel today,neutral
Today I am not sure how I feel right now,neutral
Today I am not sure how I feel overall,neutral
Today I am not sure how I feel overall today,neutral
Today I am not sure how I feel overall right now,neutral
Today I am not sure how I feel at the moment,neutral
Today I am not sure how I feel at the moment today,neutral
Today I am not sure how I feel at the moment right now,neutral
Today I am not sure how I feel nothing too serious,neutral
Today I am not sure how I feel nothing too serious today,neutral
Today I am not sure how I feel nothing too serious right now,neutral
Today I am not sure how I feel for now,neutral
Today I am not sure how I feel for now today,neutral
Today I am not sure how I feel for now right now,neutral
Today I am managing somehow,neutral
Today I am managing somehow today,neutral
Today I am managing somehow right now,neutral
Today I am managing somehow overall,neutral
Today I am managing somehow overall today,neutral
Today I am managing somehow overall right now,neutral
Today I am managing somehow at the moment,neutral
Today I am managing somehow at the moment today,neutral
Today I am managing somehow at the moment right now,neutral
Today I am managing somehow nothing too serious,neutral
Today I am managing somehow nothing too serious today,neutral
Today I am managing somehow nothing too serious right now,neutral
Today I am managing somehow for now,neutral
Today I am managing somehow for now today,neutral
Today I am managing somehow for now right now,neutral
Today I am fine I guess,neutral
Today I am fine I guess today,neutral
Today I am fine I guess right now,neutral
Today I am fine I guess overall,neutral
Today I am fine I guess overall today,neutral
Today I am fine I guess overall right now,neutral
Today I am fine I guess at the moment,neutral
Today I am fine I guess at the moment today,neutral
Today I am fine I guess at the moment right now,neutral
Today I am fine I guess nothing too serious,neutral
Today I am fine I guess nothing too serious today,neutral
Today I am fine I guess nothing too serious right now,neutral
Today I am fine I guess for now,neutral
Today I am fine I guess for now today,neutral
Today I am fine I guess for now right now,neutral
Today I am just checking in,neutral
Today I am just checking in today,neutral
Today I am just checking in right now,neutral
Today I am just checking in overall,neutral
Today I am just checking in overall today,neutral
Today I am just checking in overall right now,neutral
Today I am just checking in at the moment,neutral
Today I am just checking in at the moment today,neutral
Today I am just checking in at the moment right now,neutral
Today I am just checking in nothing too serious,neutral
Today I am just checking in nothing too serious today,neutral
Today I am just checking in nothing too serious right now,neutral
Today I am just checking in for now,neutral
Today I am just checking in for now today,neutral
Today I am just checking in for now right now,neutral
Today I am a little under the weather but stable,neutral
Today I am a little under the weather but stable today,neutral
Today I am a little under the weather but stable right now,neutral
Today I am a little under the weather but stable overall,neutral
Today I am a little under the weather but stable overall today,neutral
Today I am a little under the weather but stable overall right now,neutral
Today I am a little under the weather but stable at the moment,neutral
Today I am a little under the weather but stable at the moment today,neutral
Today I am a little under the weather but stable at the moment right now,neutral
Today I am a little under the weather but stable nothing too serious,neutral
Today I am a little under the weather but stable nothing too serious today,neutral
Today I am a little under the weather but stable nothing too serious right now,neutral
Today I am a little under the weather but stable for now,neutral
Today I am a little under the weather but stable for now today,neutral
Today I am a little under the weather but stable for now right now,neutral
I feel okay,neutral
I feel okay today,neutral
I feel okay right now,neutral
I feel okay overall,neutral
I feel okay overall today,neutral
I feel okay overall right now,neutral
I feel okay at the moment,neutral
I feel okay at the moment today,neutral
I feel okay at the moment right now,neutral
I feel okay nothing too serious,neutral
I feel okay nothing too serious today,neutral
I feel okay nothing too serious right now,neutral
I feel okay for now,neutral
I feel okay for now today,neutral
I feel okay for now right now,neutral
I feel just normal,neutral
I feel just normal today,neutral
I feel just normal right now,neutral
I feel just normal overall,neutral
I feel just normal overall today,neutral
I feel just normal overall right now,neutral
I feel just normal at the moment,neutral
I feel just normal at the moment today,neutral
I feel just normal at the moment right now,neutral
I feel just normal nothing too serious,neutral
I feel just normal nothing too serious today,neutral
I feel just normal nothing too serious right now,neutral
I feel just normal for now,neutral
I feel just normal for now today,neutral
I feel just normal for now right now,neutral
I feel not sure how I feel,neutral
I feel not sure how I feel today,neutral
I feel not sure how I feel right now,neutral
I feel not sure how I feel overall,neutral
I feel not sure how I feel overall today,neutral
I feel not sure how I feel overall right now,neutral
I feel not sure how I feel at the moment,neutral
I feel not sure how I feel at the moment today,neutral
I feel not sure how I feel at the moment right now,neutral
I feel not sure how I feel nothing too serious,neutral
I feel not sure how I feel nothing too serious today,neutral
I feel not sure how I feel nothing too serious right now,neutral
I feel not sure how I feel for now,neutral
I feel not sure how I feel for now today,neutral
I feel not sure how I feel for now right now,neutral
I feel managing somehow,neutral
I feel managing somehow today,neutral
I feel managing somehow right now,neutral
I feel managing somehow overall,neutral
I feel managing somehow overall today,neutral
I feel managing somehow overall right now,neutral
I feel managing somehow at the moment,neutral
I feel managing somehow at the moment today,neutral
I feel managing somehow at the moment right now,neutral
I feel managing somehow nothing too serious,neutral
I feel managing somehow nothing too serious today,neutral
I feel managing somehow nothing too serious right now,neutral
I feel managing somehow for now,neutral
I feel managing somehow for now today,neutral
I feel managing somehow for now right now,neutral
I feel fine I guess,neutral
I feel fine I guess today,neutral
I feel fine I guess right now,neutral
I feel fine I guess overall,neutral
I feel fine I guess overall today,neutral
I feel fine I guess overall right now,neutral
I feel fine I guess at the moment,neutral
I feel fine I guess at the moment today,neutral
I feel fine I guess at the moment right now,neutral
I feel fine I guess nothing too serious,neutral
I feel fine I guess nothing too serious today,neutral
I feel fine I guess nothing too serious right now,neutral
I feel fine I guess for now,neutral
I feel fine I guess for now today,neutral
I feel fine I guess for now right now,neutral
I feel just checking in,neutral
I feel just checking in today,neutral
I feel just checking in right now,neutral
I feel just checking in overall,neutral
I feel just checking in overall today,neutral
I feel just checking in overall right now,neutral
I feel just checking in at the moment,neutral
I feel just checking in at the moment today,neutral
I feel just checking in at the moment right now,neutral
I feel just checking in nothing too serious,neutral
I feel just checking in nothing too serious today,neutral
I feel just checking in nothing too serious right now,neutral
I feel just checking in for now,neutral
I feel just checking in for now today,neutral
I feel just checking in for now right now,neutral
I feel a little under the weather but stable,neutral
I feel a little under the weather but stable today,neutral
I feel a little under the weather but stable right now,neutral
I feel a little under the weather but stable overall,neutral
I feel a little under the weather but stable overall today,neutral
I feel a little under the weather but stable overall right now,neutral
I feel a little under the weather but stable at the moment,neutral
I feel a little under the weather but stable at the moment today,neutral
I feel a little under the weather but stable at the moment right now,neutral
I feel a little under the weather but stable nothing too serious,neutral
I feel a little under the weather but stable nothing too serious today,neutral
I feel a little under the weather but stable nothing too serious right now,neutral
I feel a little under the weather but stable for now,neutral
I feel a little under the weather but stable for now today,neutral
I feel a little under the weather but stable for now right now,neutral
Right now I feel okay,neutral
Right now I feel okay today,neutral
Right now I feel okay right now,neutral
Right now I feel okay overall,neutral
Right now I feel okay overall today,neutral
Right now I feel okay overall right now,neutral
Right now I feel okay at the moment,neutral
Right now I feel okay at the moment today,neutral
Right now I feel okay at the moment right now,neutral
Right now I feel okay nothing too serious,neutral
Right now I feel okay nothing too serious today,neutral
Right now I feel okay nothing too serious right now,neutral
Right now I feel okay for now,neutral
Right now I feel okay for now today,neutral
Right now I feel okay for now right now,neutral
Right now I feel just normal,neutral
Right now I feel just normal today,neutral
Right now I feel just normal right now,neutral
Right now I feel just normal overall,neutral
Right now I feel just normal overall today,neutral
Right now I feel just normal overall right now,neutral
Right now I feel just normal at the moment,neutral
Right now I feel just normal at the moment today,neutral
Right now I feel just normal at the moment right now,neutral
Right now I feel just normal nothing too serious,neutral
Right now I feel just normal nothing too serious today,neutral
Right now I feel just normal nothing too serious right now,neutral
Right now I feel just normal for now,neutral
Right now I feel just normal for now today,neutral
Right now I feel just normal for now right now,neutral
Right now I feel not sure how I feel,neutral
Right now I feel not sure how I feel today,neutral
Right now I feel not sure how I feel right now,neutral
Right now I feel not sure how I feel overall,neutral
Right now I feel not sure how I feel overall today,neutral
Right now I feel not sure how I feel overall right now,neutral
Right now I feel not sure how I feel at the moment,neutral
Right now I feel not sure how I feel at the moment today,neutral
Right now I feel not sure how I feel at the moment right now,neutral
Right now I feel not sure how I feel nothing too serious,neutral
Right now I feel not sure how I feel nothing too serious today,neutral
Right now I feel not sure how I feel nothing too serious right now,neutral
Right now I feel not sure how I feel for now,neutral
Right now I feel not sure how I feel for now today,neutral
Right now I feel not sure how I feel for now right now,neutral
Right now I feel managing somehow,neutral
Right now I feel managing somehow today,neutral
Right now I feel managing somehow right now,neutral
Right now I feel managing somehow overall,neutral
Right now I feel managing somehow overall today,neutral
Right now I feel managing somehow overall right now,neutral
Right now I feel managing somehow at the moment,neutral
Right now I feel managing somehow at the moment today,neutral
Right now I feel managing somehow at the moment right now,neutral
Right now I feel managing somehow nothing too serious,neutral
Right now I feel managing somehow nothing too serious today,neutral
Right now I feel managing somehow nothing too serious right now,neutral
Right now I feel managing somehow for now,neutral
Right now I feel managing somehow for now today,neutral
Right now I feel managing somehow for now right now,neutral
Right now I feel fine I guess,neutral
Right now I feel fine I guess today,neutral
Right now I feel fine I guess right now,neutral
Right now I feel fine I guess overall,neutral
Right now I feel fine I guess overall today,neutral
Right now I feel fine I guess overall right now,neutral
